description						type								st_astext
Garage							GARAGE								POLYGON((-66.083074 18.389347,-66.081454 18.389704,-66.080853 18.389388,-66.080746 18.389123,-66.080328 18.388961,-66.079523 18.388533,-66.07918 18.388268,-66.079351 18.387922,-66.080725 18.387494,-66.081068 18.387311,-66.081111 18.386833,-66.081883 18.387118,-66.082795 18.387556,-66.083074 18.389347))
40								ROUTE								POLYGON((-66.056864 18.410614,-66.054149 18.41209,-66.052669 18.408181,-66.051725 18.405952,-66.05195 18.403509,-66.052047 18.401829,-66.051832 18.401442,-66.050984 18.401218,-66.04327 18.402165,-66.043217 18.3985,-66.041135 18.398418,-66.040277 18.398744,-66.035138 18.398266,-66.03178 18.397879,-66.031222 18.402531,-66.031351 18.407631,-66.030803 18.408914,-66.030374 18.409708,-66.028529 18.412844,-66.027917 18.414635,-66.026394 18.419928,-66.0253 18.423817,-66.022274 18.434077,-66.02118 18.435176,-66.022617 18.437395,-66.024291 18.437782,-66.02369 18.438983,-66.022059 18.438698,-66.016126 18.440988,-66.015032 18.441161,-66.014592 18.441558,-66.015759 18.441855,-66.015665 18.442372,-66.013605 18.442189,-66.013154 18.441548,-66.014742 18.440754,-66.015225 18.440764,-66.016019 18.440601,-66.02178 18.438026,-66.0206 18.436316,-66.01957 18.436866,-66.015933 18.436408,-66.014603 18.436682,-66.005322 18.439013,-66.004464 18.437945,-66.004582 18.436367,-66.019871 18.435196,-66.02074 18.43482,-66.022017 18.433303,-66.023164 18.429293,-66.027199 18.414788,-66.028078 18.41262,-66.029902 18.409169,-66.030782 18.40757,-66.030642 18.402603,-66.031072 18.394662,-66.037316 18.394356,-66.040127 18.39456,-66.043581 18.394947,-66.043678 18.401737,-66.050341 18.400831,-66.0518 18.401116,-66.052368 18.401554,-66.052068 18.405931,-66.05283 18.407906,-66.056724 18.407937,-66.056864 18.410614))
3								ROUTE								POLYGON((-66.044676 18.399655,-66.043227 18.399671,-66.043238 18.400617,-66.043238 18.402165,-66.044225 18.402068,-66.048645 18.401467,-66.050561 18.401269,-66.051558 18.401391,-66.051918 18.40161,-66.051998 18.401875,-66.051859 18.403605,-66.051719 18.405224,-66.0518 18.405916,-66.051843 18.406318,-66.052637 18.408431,-66.054182 18.412864,-66.054611 18.414309,-66.055104 18.416243,-66.055426 18.417099,-66.055598 18.417648,-66.055759 18.418147,-66.055898 18.418758,-66.056327 18.420386,-66.05666 18.42174,-66.057057 18.42346,-66.057486 18.425629,-66.057808 18.42687,-66.058151 18.428784,-66.058527 18.429955,-66.059868 18.429812,-66.05902 18.426361,-66.063644 18.425211,-66.064095 18.426952,-66.064589 18.428815,-66.068923 18.427654,-66.07168 18.42687,-66.07359 18.426127,-66.074738 18.425547,-66.075468 18.425588,-66.077914 18.424519,-66.077013 18.422717,-66.07565 18.420122,-66.07477 18.418493,-66.08006 18.415948,-66.08184 18.415185,-66.084383 18.41434,-66.087559 18.414075,-66.090703 18.413984,-66.09449 18.413882,-66.097902 18.412966,-66.101024 18.411866,-66.102987 18.411286,-66.104081 18.411805,-66.105219 18.413027,-66.105165 18.41433,-66.10553 18.415063,-66.108555 18.415429,-66.108952 18.415704,-66.109231 18.41603,-66.10951 18.417496,-66.109853 18.419083,-66.109896 18.420559,-66.109982 18.421873,-66.110551 18.423114,-66.111066 18.424539,-66.111849 18.426199,-66.112557 18.427715,-66.112981 18.428794,-66.113389 18.429797,-66.113952 18.431181,-66.115003 18.433634,-66.115604 18.435207,-66.11613 18.43657,-66.116736 18.437945,-66.117074 18.438906,-66.117648 18.440341,-66.118104 18.441217,-66.118533 18.442107,-66.120137 18.441654,-66.121205 18.441563,-66.122159 18.441334,-66.122336 18.441268,-66.123592 18.441313,-66.123345 18.439955,-66.12577 18.439115,-66.125324 18.438357,-66.124134 18.438718,-66.124289 18.439242,-66.122809 18.439853,-66.121307 18.440347,-66.119837 18.440881,-66.118474 18.44139,-66.117981 18.440235,-66.117498 18.439034,-66.117128 18.43797,-66.116505 18.436459,-66.115888 18.435013,-66.115036 18.432871,-66.114317 18.431105,-66.113592 18.429288,-66.113249 18.428575,-66.113678 18.428382,-66.114381 18.427685,-66.113871 18.427222,-66.112911 18.426494,-66.111956 18.424906,-66.111141 18.423053,-66.110476 18.421659,-66.110401 18.420575,-66.110374 18.419124,-66.110057 18.41748,-66.109773 18.415882,-66.109451 18.415444,-66.108727 18.415037,-66.106334 18.414676,-66.10576 18.414238,-66.105873 18.413103,-66.105594 18.412309,-66.105524 18.411973,-66.105718 18.411698,-66.10598 18.41122,-66.106023 18.410808,-66.105852 18.41039,-66.105492 18.410217,-66.104119 18.410467,-66.102268 18.410884,-66.098138 18.412335,-66.09508 18.413302,-66.087811 18.413561,-66.085199 18.413658,-66.083825 18.413907,-66.081207 18.414752,-66.078262 18.416065,-66.073842 18.418172,-66.075081 18.420285,-66.076476 18.423094,-66.077141 18.424316,-66.07572 18.424977,-66.074706 18.425084,-66.073134 18.425786,-66.071412 18.426361,-66.069148 18.427023,-66.067121 18.427629,-66.06498 18.428209,-66.064701 18.426652,-66.064068 18.42457,-66.060683 18.425512,-66.058908 18.425807,-66.058323 18.423114,-66.057711 18.420967,-66.057293 18.418325,-66.056987 18.416503,-66.057094 18.415775,-66.05703 18.413867,-66.056982 18.412528,-66.056993 18.410472,-66.056891 18.409225,-66.056885 18.407642,-66.05313 18.407886,-66.052379 18.406502,-66.052197 18.405972,-66.052401 18.402989,-66.052336 18.40134,-66.051789 18.401025,-66.050577 18.400984,-66.048581 18.401096,-66.046253 18.40132,-66.046264 18.39962,-66.044676 18.399655))
21								ROUTE								POLYGON((-66.110358 18.464772,-66.1101 18.465454,-66.108899 18.465637,-66.104425 18.465779,-66.104425 18.466166,-66.103695 18.466197,-66.102601 18.46579,-66.102397 18.465718,-66.101474 18.465515,-66.100026 18.465362,-66.098052 18.465138,-66.095777 18.464741,-66.093792 18.464411,-66.091475 18.463413,-66.088981 18.462518,-66.088133 18.462055,-66.087806 18.461775,-66.087478 18.461007,-66.087484 18.460289,-66.087511 18.459958,-66.087183 18.458534,-66.087318 18.457684,-66.088063 18.457241,-66.08868 18.456554,-66.08978 18.457272,-66.093551 18.45689,-66.094125 18.456554,-66.093605 18.455531,-66.093487 18.455236,-66.092457 18.454392,-66.091507 18.453567,-66.090847 18.453048,-66.090247 18.452575,-66.089844 18.452621,-66.088895 18.452982,-66.088444 18.45318,-66.088755 18.45371,-66.088857 18.454208,-66.088798 18.454809,-66.088637 18.455531,-66.088219 18.456305,-66.087666 18.457007,-66.086899 18.457338,-66.086438 18.457628,-66.08625 18.457989,-66.086132 18.458315,-66.0861 18.458768,-66.086196 18.459765,-66.082447 18.460498,-66.079663 18.460187,-66.076884 18.458645,-66.075961 18.458015,-66.074936 18.457007,-66.074207 18.455989,-66.072244 18.454987,-66.070672 18.454224,-66.06917 18.454025,-66.068789 18.454051,-66.065715 18.454631,-66.063542 18.45432,-66.063805 18.453002,-66.064025 18.452234,-66.064782 18.451318,-66.065318 18.450774,-66.065951 18.45026,-66.066466 18.449659,-66.066648 18.449145,-66.067292 18.448041,-66.067834 18.44714,-66.068419 18.446351,-66.068993 18.446804,-66.069712 18.447395,-66.070854 18.448219,-66.071895 18.449043,-66.073274 18.450153,-66.074545 18.451008,-66.0747 18.450789,-66.075902 18.448758,-66.075409 18.448407,-66.072582 18.446397,-66.070484 18.444754,-66.069518 18.444092,-66.067904 18.443329,-66.06623 18.442596,-66.064894 18.441975,-66.063854 18.441283,-66.063027 18.44053,-66.062405 18.439761,-66.061719 18.438998,-66.060517 18.437522,-66.060377 18.436901,-66.060485 18.436474,-66.060791 18.435283,-66.060823 18.434998,-66.059154 18.43484,-66.059267 18.435537,-66.060313 18.435726,-66.060136 18.436545,-66.060109 18.437196,-66.060233 18.43767,-66.060699 18.43826,-66.061284 18.438962,-66.061901 18.439721,-66.062582 18.440535,-66.06343 18.441344,-66.064685 18.442224,-66.066064 18.442825,-66.067716 18.443573,-66.069331 18.444351,-66.070704 18.445318,-66.071594 18.446072,-66.072501 18.446814,-66.073901 18.447771,-66.075038 18.448524,-66.075425 18.448819,-66.074427 18.450519,-66.072072 18.448692,-66.071026 18.447949,-66.069931 18.447135,-66.068317 18.445954,-66.067319 18.447155,-66.066021 18.44914,-66.065377 18.450173,-66.064063 18.451542,-66.063634 18.452244,-66.063231 18.453913,-66.063156 18.454626,-66.066069 18.455022,-66.06902 18.455343,-66.072206 18.456396,-66.074566 18.457185,-66.075457 18.458203,-66.078429 18.459902,-66.079443 18.460503,-66.082125 18.460956,-66.082838 18.460849,-66.083477 18.460879,-66.086373 18.460314,-66.086829 18.461434,-66.087478 18.462111,-66.087774 18.462411,-66.087328 18.463831,-66.08787 18.464177,-66.0889 18.464624,-66.090563 18.465337,-66.092757 18.466024,-66.093868 18.466115,-66.094742 18.466115,-66.095278 18.465861,-66.097022 18.465744,-66.097703 18.465769,-66.099951 18.466263,-66.10149 18.466955,-66.102842 18.467642,-66.103105 18.467692,-66.104832 18.467591,-66.104698 18.466013,-66.106705 18.465957,-66.109301 18.46582,-66.110342 18.465611,-66.111382 18.465306,-66.11127 18.46465,-66.110358 18.464772))
52								ROUTE								POLYGON((-66.155258 18.400378,-66.154475 18.400551,-66.154802 18.401722,-66.156213 18.401839,-66.158375 18.40217,-66.158723 18.402211,-66.159635 18.401961,-66.159415 18.40134,-66.158997 18.400353,-66.158664 18.399386,-66.158418 18.398795,-66.158353 18.396041,-66.155601 18.395878,-66.153509 18.395675,-66.150376 18.395537,-66.148483 18.395385,-66.146197 18.39514,-66.144593 18.395003,-66.144159 18.395008,-66.143891 18.39483,-66.14381 18.3943,-66.142909 18.393272,-66.142163 18.39202,-66.141536 18.390813,-66.141445 18.390605,-66.141396 18.389953,-66.141552 18.38892,-66.142067 18.386481,-66.144374 18.386263,-66.145355 18.385759,-66.14344 18.383437,-66.143209 18.383137,-66.1427 18.383152,-66.140677 18.382806,-66.139047 18.38272,-66.137968 18.382867,-66.136563 18.383493,-66.13438 18.384094,-66.133205 18.384186,-66.126349 18.384318,-66.125206 18.384074,-66.124944 18.383992,-66.124488 18.384079,-66.122224 18.384435,-66.117455 18.384471,-66.116623 18.38445,-66.11252 18.383422,-66.110556 18.382857,-66.107976 18.382261,-66.107879 18.382007,-66.107783 18.381538,-66.107649 18.38134,-66.107423 18.381192,-66.107075 18.381228,-66.106796 18.381381,-66.106624 18.381661,-66.106624 18.381915,-66.106705 18.382195,-66.107209 18.382582,-66.106957 18.383402,-66.106356 18.384491,-66.105986 18.385234,-66.10553 18.386156,-66.104645 18.388024,-66.104178 18.388869,-66.103845 18.389251,-66.102032 18.389037,-66.099629 18.389067,-66.097515 18.389622,-66.09641 18.389953,-66.094903 18.390035,-66.095273 18.387372,-66.095852 18.387128,-66.097397 18.387006,-66.098663 18.386415,-66.099457 18.385825,-66.099747 18.385336,-66.100605 18.383503,-66.101206 18.382139,-66.101013 18.379278,-66.099092 18.379431,-66.097987 18.379054,-66.097204 18.378474,-66.096099 18.378158,-66.095327 18.377619,-66.094458 18.376702,-66.094082 18.378464,-66.093041 18.38104,-66.092569 18.382536,-66.092387 18.385804,-66.092537 18.387556,-66.092129 18.388645,-66.090724 18.388299,-66.089522 18.388268,-66.087924 18.388421,-66.087366 18.388625,-66.086862 18.388991,-66.085628 18.389836,-66.085274 18.389918,-66.084963 18.389816,-66.084501 18.389551,-66.084029 18.389317,-66.083418 18.389307,-66.082956 18.389368,-66.083439 18.391231,-66.083697 18.393074,-66.080349 18.393684,-66.079877 18.393837,-66.07948 18.394143,-66.078075 18.39341,-66.075789 18.391811,-66.075435 18.390813,-66.074384 18.39116,-66.074202 18.391689,-66.07535 18.392056,-66.076616 18.39289,-66.077871 18.393746,-66.079598 18.394713,-66.079866 18.394397,-66.080178 18.394102,-66.080939 18.393929,-66.084212 18.393308,-66.083621 18.389856,-66.083825 18.389806,-66.085113 18.390406,-66.08552 18.390396,-66.087806 18.388889,-66.089715 18.388604,-66.092065 18.389083,-66.092612 18.389062,-66.092913 18.388014,-66.092891 18.385754,-66.092998 18.382943,-66.093782 18.3805,-66.094608 18.378586,-66.094715 18.377639,-66.095327 18.378179,-66.096646 18.378728,-66.097816 18.379482,-66.099414 18.379909,-66.100605 18.379828,-66.100713 18.382058,-66.09935 18.385041,-66.098159 18.386293,-66.097151 18.386604,-66.095069 18.386599,-66.094678 18.387713,-66.094543 18.390381,-66.096131 18.390259,-66.097864 18.389821,-66.098996 18.389449,-66.09972 18.389337,-66.101694 18.389317,-66.103502 18.389449,-66.103116 18.390284,-66.102499 18.390813,-66.100777 18.390752,-66.100825 18.391516,-66.102751 18.391526,-66.102885 18.390956,-66.1034 18.390432,-66.103958 18.389607,-66.10473 18.389938,-66.105186 18.389877,-66.105498 18.389241,-66.105852 18.388553,-66.105836 18.388329,-66.10554 18.388156,-66.105964 18.387123,-66.10678 18.38556,-66.107423 18.38415,-66.107965 18.383335,-66.108394 18.383167,-66.109628 18.383198,-66.111162 18.383544,-66.115154 18.384613,-66.116859 18.384858,-66.121843 18.385076,-66.124509 18.385321,-66.125695 18.385046,-66.129766 18.384868,-66.132894 18.38472,-66.135571 18.384349,-66.137598 18.383539,-66.138896 18.383279,-66.142137 18.383646,-66.14145 18.386782,-66.140935 18.39059,-66.141858 18.392666,-66.143124 18.394377,-66.143488 18.395537,-66.144797 18.395517,-66.153123 18.396291,-66.157693 18.396596,-66.157929 18.399141,-66.158831 18.401707,-66.1572 18.401646,-66.156105 18.401483,-66.155875 18.400307,-66.155258 18.400378))
Garage							GARAGE								POLYGON((-66.083074 18.389347,-66.081454 18.389704,-66.080853 18.389388,-66.080746 18.389123,-66.080328 18.388961,-66.079523 18.388533,-66.07918 18.388268,-66.079351 18.387922,-66.080725 18.387494,-66.081068 18.387311,-66.081111 18.386833,-66.081883 18.387118,-66.082795 18.387556,-66.083074 18.389347))
Parada 18						TERMINAL							POLYGON((-66.0751085304615 18.4485212555479,-66.0755125399751 18.4487728086412,-66.0750742277669 18.4494588625322,-66.0746816524849 18.4491882523863,-66.0751085304615 18.4485212555479))
San Juan-Covadonga				TERMINAL							POLYGON((-66.1101963755747 18.4641442272097,-66.1108214468976 18.4641442272097,-66.1110158288334 18.4650894570151,-66.1102573581428 18.4651847422777,-66.1101963755747 18.4641442272097))
San Patricio					TERMINAL							POLYGON((-66.1047270014994 18.4125072376815,-66.1048870807407 18.4122976101037,-66.1053368271803 18.4127549793644,-66.105138633834 18.4128616988585,-66.1047270014994 18.4125072376815))
Bayamon							TERMINAL							POLYGON((-66.1560438325452 18.4014617700367,-66.1552586819811 18.4014998841417,-66.1545726280901 18.4013321820795,-66.154511645522 18.4006461281885,-66.1558075250939 18.4003412153481,-66.15592949023 18.4006613738305,-66.1560438325452 18.4014617700367))
Capetillo						TERMINAL							POLYGON((-66.0458616719476 18.4003450267585,-66.0436967907804 18.4003678952216,-66.0436967907804 18.4003678952216,-66.0437044136015 18.3997428238987,-66.0458845404106 18.3997428238987,-66.0458616719476 18.4003450267585))
Iturregui						TERMINAL							POLYGON((-65.9927915920693 18.4218718732935,-65.9914652212134 18.4221996545969,-65.9912822735091 18.4216279430211,-65.9926620041121 18.4213077845387,-65.9927915920693 18.4218718732935))
Sagrado Corazon					TERMINAL							POLYGON((-66.0604680360733 18.4351395849065,-66.0605132699162 18.4352415021673,-66.0605132699162 18.4352415021673,-66.0604567276126 18.4354989770833,-66.0603323345448 18.4356813549155,-66.0593880780753 18.4355848019696,-66.0593315357718 18.4351503130421,-66.0593541526932 18.4349840268656,-66.0604680360733 18.4351395849065))
Estacion Pinero					TERMINAL							POLYGON((-66.0554093817127 18.4083737200885,-66.0556368417914 18.4107246104515,-66.0556449653656 18.4107091948815,-66.0551737980598 18.4107939804991,-66.054808237219 18.4084199674216,-66.0554093817127 18.4083737200885))
Estacion Centro Medico			TERMINAL							POLYGON((-66.0751171728159 18.3910069685243,-66.0751984085583 18.3913538581946,-66.0746297583616 18.3914309446932,-66.0743210625405 18.3912536456949,-66.0744510397283 18.3911457244762,-66.0751171728159 18.3910069685243))
Estacion Martinez Nadal			TERMINAL							POLYGON((-66.102393243591 18.3911137011213,-66.102393243591 18.3915412969379,-66.1009555788357 18.3914598501975,-66.1008053750552 18.3908082748884,-66.1025541762129 18.3907471895769,-66.102393243591 18.3911137011213))
Hato Rey						TERMINAL							POLYGON((-66.0579972976386 18.4238700653922,-66.057463537776 18.4240278387121,-66.057463537776 18.4240278387121,-66.0574179401998 18.4238471628015,-66.0579677933246 18.4236537630248,-66.0579972976386 18.4238700653922))
Loiza							TERMINAL							POLYGON((-65.8800341217076 18.4274473488246,-65.8798781878194 18.4275558245729,-65.8794510645605 18.4271354810483,-65.8796205579172 18.4270202255657,-65.8800341217076 18.4274473488246))
Isla Verde						TERMINAL							POLYGON((-66.0156355867929 18.4421220836467,-66.0155915185201 18.4423085263391,-66.0151304965899 18.4422712378006,-66.0151542256599 18.4420441167026,-66.0156355867929 18.4421220836467))
Carolina						TERMINAL							POLYGON((-65.9539883105647 18.3862409714132,-65.9535298310349 18.3863180908905,-65.953533220902 18.3860469015198,-65.9539628865612 18.3860011383135,-65.9539883105647 18.3862409714132))
